finalResult,codeModule,moduleSession,Q1-ExternalQuiz,Q1-DataPlus,Q1-DualPlus,Q1-Folder,Q1-Forumng,Q1-Glossary,Q1-HomePage,Q1-HtmlActivity,Q1-OuCollaborate,Q1-OuContent,Q1-OuElluminate,Q1-OuWiki,Q1-PageClicks,Q1-Questionnaire,Q1-Quiz,Q1-RepeatActivity,Q1-Resource,Q1-SharedSubPage,Q1-SubPage,Q1-Url,Q2-ExternalQuiz,Q2-DataPlus,Q2-DualPlus,Q2-Folder,Q2-Forumng,Q2-Glossary,Q2-HomePage,Q2-HtmlActivity,Q2-OuCollaborate,Q2-OuContent,Q2-OuElluminate,Q2-OuWiki,Q2-PageClicks,Q2-Questionnaire,Q2-Quiz,Q2-RepeatActivity,Q2-Resource,Q2-SharedSubPage,Q2-SubPage,Q2-Url,Q3-ExternalQuiz,Q3-DataPlus,Q3-DualPlus,Q3-Folder,Q3-Forumng,Q3-Glossary,Q3-HomePage,Q3-HtmlActivity,Q3-OuCollaborate,Q3-OuContent,Q3-OuElluminate,Q3-OuWiki,Q3-PageClicks,Q3-Questionnaire,Q3-Quiz,Q3-RepeatActivity,Q3-Resource,Q3-SharedSubPage,Q3-SubPage,Q3-Url,Q4-ExternalQuiz,Q4-DataPlus,Q4-DualPlus,Q4-Folder,Q4-Forumng,Q4-Glossary,Q4-HomePage,Q4-HtmlActivity,Q4-OuCollaborate,Q4-OuContent,Q4-OuElluminate,Q4-OuWiki,Q4-PageClicks,Q4-Questionnaire,Q4-Quiz,Q4-RepeatActivity,Q4-Resource,Q4-SharedSubPage,Q4-SubPage,Q4-Url
Pass,5,1,0,0,0,0,26,0,16,0,0,57,0,0,0,0,16,0,6,0,29,7,0,0,0,0,0,0,11,0,0,112,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,7,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,13,0,0,52,0,0,0,0,569,0,3,0,20,0
Fail,5,1,0,0,0,0,12,0,15,0,0,12,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fail,3,1,0,0,0,0,48,0,38,0,0,54,0,46,0,0,0,0,16,0,23,3,0,0,12,0,0,0,28,0,0,64,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,9,0,0,15,0,0,0,0,0,0,7,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fail,3,1,0,0,0,0,356,0,216,0,0,71,0,34,0,0,0,0,14,0,23,20,0,0,3,0,78,0,83,0,0,75,5,18,0,0,0,0,10,0,0,0,0,0,0,0,30,0,12,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pass,2,0,0,0,0,0,20,0,116,0,0,204,0,0,0,0,268,0,8,0,34,26,0,0,0,0,2,0,39,0,0,97,0,0,0,0,1,0,7,0,0,0,0,0,0,0,0,0,42,0,0,72,0,0,0,0,55,0,4,0,8,4,0,0,0,0,0,0,33,0,0,54,0,0,0,0,97,0,3,0,8,4
Pass,3,0,0,0,0,0,100,0,130,0,5,79,0,30,0,0,0,0,29,0,120,16,0,0,0,0,59,0,80,0,0,54,0,0,0,0,0,0,27,0,0,0,0,0,0,0,71,0,59,0,0,3,0,0,0,0,0,0,6,0,45,8,0,0,4,0,265,0,63,0,23,6,0,0,0,0,0,0,24,0,107,4
Pass,1,0,0,0,0,0,143,1,86,0,0,2,0,0,0,0,42,0,3,0,4,2,0,0,0,0,29,0,49,0,0,0,0,0,0,0,20,0,63,0,0,0,0,0,0,0,28,0,46,0,0,6,0,0,0,0,27,0,11,0,4,3,0,0,0,0,49,0,45,0,0,0,0,0,0,0,0,0,14,0,10,1
Pass,5,0,0,0,0,0,166,0,423,0,12,988,0,12,3,12,484,0,78,0,207,9,0,0,0,0,54,0,293,0,8,668,0,2,1,0,272,0,109,0,0,0,7,0,0,2,94,0,372,0,8,850,0,0,2,6,266,0,116,0,186,27,2,0,0,2,39,0,116,0,3,377,0,0,6,0,357,0,82,0,55,5
Pass,5,0,0,0,0,0,60,0,58,0,0,46,0,1,0,0,154,0,0,0,40,4,0,0,0,0,9,0,35,0,0,81,0,1,0,0,91,0,14,0,0,0,0,0,0,2,5,0,36,0,0,102,0,0,0,0,289,0,63,0,42,5,0,0,0,0,0,0,9,0,0,15,0,0,0,0,0,0,2,0,5,0
Fail,3,0,0,0,0,0,182,7,172,0,7,58,0,36,0,0,0,0,60,0,194,17,0,0,0,0,12,0,25,0,0,27,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,3,0
Pass,3,0,0,0,0,0,47,0,59,0,0,175,0,26,0,0,0,0,14,0,40,1,0,0,0,0,2,0,17,0,0,85,0,0,0,0,0,0,4,0,0,0,0,0,0,0,80,0,50,0,0,123,0,0,0,0,0,0,3,0,45,1,0,0,0,0,50,0,45,0,16,71,0,0,0,0,0,0,14,0,33,3
Pass,5,1,0,0,0,0,36,0,58,0,0,59,17,1,0,0,217,0,2,0,73,12,0,0,0,0,2,0,21,0,0,55,0,0,0,0,48,0,5,0,0,0,0,0,0,0,3,0,18,0,0,51,2,0,0,0,0,0,3,0,3,2,0,0,0,0,3,0,44,0,0,51,0,0,0,0,423,0,3,0,39,1
Pass,2,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,101,0,12,0,19,3,0,0,0,0,13,0,11,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,2,0,55,0,9,0,30,0,0,0,0,0,11,0,26,0,3,0,0,0,0,0,58,0,1,0,4,0
Fail,5,0,0,0,0,0,62,0,40,2,0,205,0,2,1,0,341,0,33,0,95,5,0,0,0,0,0,0,44,0,0,260,0,0,1,0,78,0,17,0,0,0,0,0,0,0,0,0,11,0,0,72,0,0,0,3,55,0,0,0,6,0,0,0,0,0,0,0,8,0,0,38,0,0,0,0,223,0,0,0,32,0
Pass,1,1,0,0,0,0,94,0,50,0,0,2,0,0,0,0,17,0,3,0,9,25,0,0,0,0,11,0,34,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,9,0,0,14,0,0,0,0,14,0,0,0,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pass,5,1,0,0,0,0,110,0,197,0,0,406,21,17,5,14,400,0,18,0,99,16,0,1,0,0,25,0,131,0,0,432,0,4,2,0,197,0,15,0,0,0,29,0,0,0,32,0,82,0,0,360,2,0,3,24,114,0,2,0,43,9,0,0,0,0,9,0,32,0,0,137,7,0,1,0,101,0,2,0,12,0
Pass,5,1,0,0,0,0,110,0,202,0,0,148,3,8,6,6,360,0,19,0,226,19,0,0,0,0,14,0,145,0,0,153,0,4,7,0,104,0,13,0,0,0,15,0,0,0,19,0,135,0,0,137,22,0,2,32,245,0,12,0,93,13,5,0,0,0,2,0,41,0,0,30,0,1,3,0,84,0,2,0,38,5
Pass,5,0,0,0,0,0,569,1,272,3,5,493,0,56,3,4,103,0,9,0,104,23,0,0,0,0,65,0,137,1,0,985,0,0,3,0,80,0,12,0,0,0,0,0,0,0,3,0,17,0,0,48,0,0,0,0,0,0,2,0,10,1,7,0,0,0,11,0,88,0,0,374,0,0,0,0,414,0,7,0,51,2
Pass,3,0,0,0,0,0,252,0,192,0,6,84,0,31,0,0,272,0,24,0,105,12,0,0,0,0,50,0,60,0,0,84,0,1,0,0,3,0,20,0,0,0,0,0,0,0,75,0,53,0,0,10,0,0,0,0,0,0,27,0,44,5,0,0,0,0,38,3,28,0,4,0,0,0,0,0,31,0,15,0,17,0
Pass,5,0,0,0,0,0,191,3,153,2,0,415,0,32,2,9,209,0,11,0,108,5,0,0,0,0,78,0,62,0,0,402,0,0,1,0,48,0,10,0,0,0,0,0,0,0,40,0,64,3,0,463,0,0,7,0,159,0,11,0,59,9,1,0,0,0,9,0,26,0,0,137,0,2,0,0,214,0,4,0,28,8
Fail,3,0,0,0,0,0,0,0,10,0,0,28,0,0,0,0,0,0,1,0,10,0,0,0,1,0,3,0,23,0,0,26,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,15,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pass,5,0,0,0,0,0,58,0,82,0,5,353,0,1,3,3,74,0,9,0,82,6,0,2,0,0,40,1,142,0,6,370,0,3,0,0,363,0,8,0,0,0,0,0,0,0,17,0,139,0,2,400,0,0,0,6,360,0,4,0,104,44,9,0,0,3,13,0,74,0,9,448,0,0,0,0,236,0,3,0,75,1
Pass,6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,14,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0,0,10,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,37,0,0,17,0,0,0,0,75,0,4,0,2,0
Pass,1,1,0,0,0,0,33,0,13,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,43,0,10,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,13,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pass,1,0,0,0,0,0,123,0,69,0,0,68,0,0,0,0,43,0,5,0,11,0,0,0,0,0,45,0,58,0,0,157,0,0,0,0,37,0,4,0,0,0,0,0,0,0,36,0,38,0,0,172,0,0,0,2,15,0,0,0,0,0,0,0,0,0,26,6,36,0,0,151,0,0,0,0,43,0,14,0,15,0
Fail,3,1,0,0,0,0,133,0,96,0,0,56,1,33,0,0,0,0,16,0,76,26,0,0,3,0,62,0,105,0,0,64,0,13,0,0,0,0,19,0,0,0,0,0,5,0,20,0,45,0,0,93,0,0,0,0,0,0,3,0,28,3,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Fail,5,0,0,0,0,0,22,0,52,2,0,42,0,1,1,0,37,0,7,0,56,1,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pass,2,0,0,0,0,0,10,0,122,0,2,210,0,0,0,0,167,0,13,0,35,1,0,0,0,0,18,0,90,0,0,158,0,0,0,0,2,0,1,0,0,0,0,0,0,0,26,0,156,0,0,270,0,0,0,0,170,0,27,0,12,1,0,0,0,0,3,0,32,0,0,211,0,0,0,0,0,0,20,0,6,0
Pass,1,1,0,0,0,0,161,0,78,0,0,1,0,0,0,0,17,0,14,0,33,7,0,0,0,0,125,0,53,0,0,0,0,0,0,0,47,0,7,0,0,0,0,0,0,0,30,0,26,0,0,0,0,0,0,0,22,0,5,0,13,0,0,0,0,0,62,0,9,0,0,0,0,0,0,0,0,0,9,0,12,0
Pass,5,0,0,0,0,0,234,0,222,4,1,665,0,39,1,9,79,0,10,0,123,13,0,0,0,0,93,0,132,1,1,872,0,3,5,0,23,0,14,0,0,0,15,0,0,0,91,0,109,0,0,384,0,0,3,15,127,0,3,0,32,18,16,0,0,0,20,0,88,0,0,488,0,0,2,14,284,0,4,0,40,7
Fail,4,0,0,0,0,0,15,0,72,0,1,552,0,0,0,0,153,0,8,0,42,7,0,0,0,0,0,0,41,0,0,246,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,37,0,0,346,0,0,0,0,117,0,2,0,0,5,0,0,0,0,1,0,10,0,0,178,0,0,0,0,0,0,10,0,0,2
Pass,1,1,0,0,0,0,115,0,62,0,0,4,0,0,0,0,31,0,16,0,39,3,0,0,0,0,5,0,21,0,0,0,0,0,0,0,12,0,4,0,0,0,0,0,0,0,0,0,18,0,0,19,0,0,0,0,26,0,2,0,6,3,0,0,0,0,31,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
Pass,1,1,0,0,0,0,356,0,158,0,1,29,0,0,0,0,47,0,9,0,45,8,0,0,0,0,104,0,29,0,0,2,0,0,0,0,21,0,1,0,0,0,0,0,0,0,166,0,54,0,0,10,0,0,0,0,41,0,14,0,19,6,0,0,0,0,102,0,20,0,0,0,0,0,0,0,0,0,7,0,6,1
Pass,1,0,0,0,0,0,10,0,10,0,0,2,0,0,0,0,14,0,3,0,3,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,1,0,12,0,0,18,0,0,0,0,13,0,1,0,6,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,12,0,47,0,16,0
Pass,5,1,0,0,0,0,68,0,76,0,0,533,3,8,1,4,72,0,6,0,64,10,0,4,0,0,35,0,132,0,0,801,0,4,3,0,254,0,23,0,0,0,10,0,0,0,25,0,104,0,0,546,3,0,1,19,249,0,8,0,151,21,0,0,0,0,0,0,42,0,0,257,0,0,3,0,0,0,4,0,31,1
Pass,0,0,0,0,0,0,3,0,87,0,0,214,0,0,0,0,0,0,1,0,33,18,0,0,0,0,6,0,122,0,0,80,0,0,0,0,0,0,0,0,0,0,10,0,0,0,12,0,98,0,0,191,0,0,0,0,0,0,0,0,34,12,0,0,0,0,17,0,60,0,0,115,0,0,0,0,0,0,1,0,25,8
Pass,2,0,0,0,0,0,4188,0,1610,0,6,80,0,0,0,0,533,0,234,0,838,89,0,0,0,0,1728,0,749,0,0,197,0,0,3,0,396,0,128,0,0,0,0,0,0,0,1790,0,738,0,5,31,0,0,9,0,336,0,104,0,276,23,0,0,0,0,725,0,466,0,6,7,0,0,0,0,381,0,38,0,115,24
Pass,3,0,0,0,0,0,17,161,59,0,3,25,0,0,0,0,0,0,22,0,54,16,0,0,0,0,6,97,24,0,0,6,0,0,0,0,0,0,2,0,0,0,0,0,6,0,1,83,32,0,1,7,0,0,0,0,0,0,1,0,17,2,0,0,5,0,3,0,18,0,1,2,0,0,0,0,0,0,13,0,19,5
Fail,3,0,0,0,0,0,64,1,62,0,0,41,0,0,0,0,0,0,12,0,47,8,0,0,0,0,0,0,20,0,0,11,0,0,0,0,0,0,4,0,0,0,0,0,2,0,31,0,74,0,9,35,0,0,0,0,0,0,41,0,138,7,0,0,5,0,36,0,5,0,0,0,0,0,0,0,0,0,8,0,17,0
Pass,6,1,0,0,0,0,41,0,48,0,0,42,0,0,0,0,0,0,18,0,12,0,0,0,0,0,50,0,34,0,0,75,0,0,0,0,34,0,1,0,0,0,0,0,0,0,14,1,17,0,0,46,0,0,0,0,19,0,1,0,2,0,0,0,0,0,15,0,29,0,0,839,0,0,0,0,59,0,2,0,5,0
Fail,5,0,0,0,0,0,669,0,613,1,0,995,0,41,1,6,305,0,27,0,231,10,0,0,0,0,29,0,37,0,0,52,0,0,0,0,82,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pass,1,0,0,0,0,0,80,0,62,0,0,3,0,0,0,0,15,0,11,0,16,8,0,0,0,0,20,0,50,0,0,7,0,0,0,0,36,0,10,0,0,0,0,0,0,0,20,0,27,0,0,15,0,0,0,0,13,0,5,0,12,9,0,0,0,0,58,0,18,0,0,0,0,0,0,0,0,0,0,0,1,2
Pass,3,1,0,0,0,0,1101,3,720,0,0,97,24,64,1,0,321,0,119,0,333,74,0,0,29,0,622,0,459,0,0,108,68,124,2,0,99,0,41,0,0,0,0,0,21,0,715,0,549,0,0,118,0,0,0,0,27,0,32,0,122,20,0,0,7,0,184,0,255,0,0,0,0,0,8,0,107,0,42,0,89,1
Pass,4,0,0,0,0,0,71,0,161,0,3,482,0,14,2,3,40,0,6,0,78,13,0,0,0,0,23,0,116,0,5,466,0,0,4,0,15,0,17,0,0,0,14,0,0,0,37,0,156,0,3,789,0,0,2,3,278,0,8,0,33,19,2,0,0,2,9,0,69,0,0,232,0,1,3,0,278,0,7,0,30,6
Pass,3,1,0,0,0,0,164,0,119,0,0,49,2,75,0,0,0,0,21,0,67,29,0,0,9,0,137,0,57,0,0,17,0,53,0,0,0,0,6,0,0,0,0,0,12,0,110,8,73,0,0,21,0,0,0,0,0,0,9,0,53,9,0,0,3,0,14,0,18,0,0,0,0,0,0,0,0,0,20,0,16,0
Pass,4,0,0,0,0,0,36,0,146,0,0,321,0,0,0,0,99,0,0,0,6,33,0,0,0,0,121,0,101,0,1,184,0,0,0,0,0,0,2,0,0,0,0,0,0,0,72,0,99,0,0,170,0,0,0,0,0,0,6,0,1,6,0,0,0,0,8,0,16,0,0,31,0,0,0,0,1,0,2,0,3,2
Pass,4,0,0,0,0,0,428,0,275,0,2,502,0,0,0,0,19,0,1,0,6,1,0,0,0,0,226,0,166,0,0,329,0,48,0,0,0,0,4,0,0,0,0,0,0,0,160,0,242,0,2,412,0,0,0,0,106,0,9,0,17,9,0,0,0,0,150,0,156,0,0,250,0,2,0,0,23,0,3,0,13,11
Fail,4,0,0,0,0,0,0,0,95,0,0,249,0,0,0,0,133,0,4,0,13,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fail,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fail,3,0,0,0,0,0,129,0,56,0,1,44,0,0,0,0,0,0,13,0,16,7,0,0,0,0,11,0,23,0,0,20,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,16,0,0,88,0,0,0,0,0,0,6,0,13,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Pass,4,0,0,0,0,0,168,0,266,0,0,803,0,0,0,0,674,0,23,0,95,45,0,0,0,0,61,0,199,0,0,779,0,33,0,0,395,0,60,0,0,0,0,0,0,0,56,0,221,0,1,466,0,0,0,0,601,0,26,0,76,10,0,0,0,0,105,0,207,0,2,482,0,0,3,0,379,0,79,0,95,0
Pass,6,1,0,0,0,0,62,2,50,0,0,92,0,0,0,0,0,0,10,0,3,0,0,0,0,0,83,3,65,0,0,189,0,0,0,0,48,0,3,0,0,0,0,0,0,0,44,0,30,0,0,95,0,0,0,0,43,0,1,0,2,0,0,0,0,0,13,0,4,0,0,0,0,0,0,0,39,0,0,0,0,0
Pass,1,1,0,0,0,0,88,0,66,0,0,2,0,0,0,0,20,0,29,0,27,13,0,0,0,0,60,0,39,0,0,0,0,0,0,0,25,0,8,0,0,0,0,0,0,0,7,0,15,0,0,0,0,0,0,0,25,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pass,1,1,0,0,0,0,384,1,139,0,0,1,1,0,0,0,24,0,16,0,26,12,0,0,0,0,491,0,129,0,0,0,0,0,0,0,36,0,2,0,0,0,0,0,0,0,1595,1,265,0,0,0,0,0,0,0,47,0,15,1,92,26,0,0,0,0,1605,1,182,0,0,0,1,0,0,0,0,0,3,0,14,26
Pass,5,1,0,0,0,0,499,0,241,0,0,726,17,49,6,10,96,0,6,0,152,14,0,0,0,0,120,0,138,0,0,942,0,60,9,12,35,0,18,0,0,0,37,0,0,0,136,0,147,0,0,754,0,0,5,27,494,0,6,0,112,26,0,0,0,0,88,0,37,0,0,116,0,0,4,0,95,0,1,0,18,1
Fail,1,0,0,0,0,0,9,0,27,0,0,1,0,0,0,0,2,0,4,0,10,5,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pass,3,0,0,0,0,0,262,0,83,0,4,11,0,28,0,0,0,0,18,0,70,11,0,0,0,0,328,0,109,0,7,13,0,92,0,0,0,0,8,0,0,0,0,0,0,0,152,0,76,0,1,9,0,0,0,0,0,0,2,0,41,17,0,0,9,0,80,0,30,0,14,1,0,0,0,0,0,0,13,0,41,5
Pass,5,0,0,0,0,0,198,0,225,0,2,721,0,13,6,1,82,0,13,0,192,7,0,0,0,0,64,0,212,0,0,789,0,0,1,0,125,0,23,0,0,0,0,0,0,2,79,0,231,0,0,502,0,0,3,0,190,0,6,0,159,36,18,0,0,5,43,0,167,0,0,841,0,0,3,0,277,0,0,0,94,0
Pass,4,0,0,0,0,0,23,0,139,0,3,244,0,0,0,0,204,0,16,0,9,40,0,0,0,0,11,0,42,0,0,128,0,0,0,0,86,0,1,0,0,0,0,0,0,0,0,0,40,0,5,180,0,0,0,0,23,0,5,0,9,2,0,0,0,0,2,0,15,0,0,18,0,0,0,0,19,0,1,0,6,2
Pass,5,1,0,0,0,0,1217,0,698,0,2,878,0,36,5,9,848,0,23,0,221,44,0,0,0,0,345,0,284,0,0,764,0,1,5,0,205,0,32,0,0,0,28,0,0,0,466,0,479,0,0,1380,0,0,6,24,124,0,54,0,267,136,5,0,0,1,138,0,213,0,0,351,0,1,4,6,196,0,1,0,44,1
Pass,4,1,0,0,0,0,239,0,246,0,0,952,0,0,0,0,203,0,0,0,38,115,0,0,0,0,193,0,175,0,0,538,0,120,0,0,0,0,7,0,0,0,0,0,0,0,243,0,246,0,0,826,0,0,0,0,3,0,11,0,20,61,0,0,0,0,120,0,169,0,0,257,0,0,0,0,0,0,13,0,5,82
Fail,1,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pass,2,0,0,0,0,0,7,0,62,0,0,23,0,0,0,0,230,0,17,0,15,5,0,0,0,0,3,0,23,0,1,5,0,0,0,0,0,0,14,0,0,0,0,0,0,0,8,0,48,0,0,37,0,0,0,0,85,0,28,0,38,5,0,0,0,0,3,0,23,0,0,25,0,0,3,0,0,0,11,0,21,1
Pass,4,1,0,0,0,0,41,0,69,0,0,162,0,0,0,0,0,0,0,0,5,16,0,0,0,0,23,0,74,0,0,254,0,50,0,0,0,0,5,0,0,0,0,0,0,0,7,0,113,0,0,262,0,0,1,0,58,0,10,0,12,5,0,0,0,0,0,0,10,0,0,37,0,0,0,0,0,0,0,0,0,2
Fail,3,0,0,0,0,0,91,0,129,0,0,159,0,57,0,0,0,0,22,0,50,9,0,0,0,0,0,0,27,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pass,1,0,0,0,0,0,118,0,108,0,0,2,0,0,0,0,24,0,27,0,65,34,0,0,0,0,136,0,44,0,0,0,0,0,0,0,29,0,3,0,0,0,0,0,0,0,55,0,44,0,0,3,0,0,0,0,28,0,0,0,5,8,0,0,0,0,44,0,24,0,0,0,0,0,0,0,0,0,10,0,6,9
Fail,1,0,0,0,0,0,0,0,51,0,0,41,0,0,0,0,36,0,78,0,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pass,1,0,0,0,0,0,6,1,8,0,0,159,0,0,0,0,63,0,34,0,25,4,0,0,0,0,0,0,7,0,0,200,0,0,0,0,78,0,8,0,0,0,0,0,0,0,1,0,6,0,11,109,0,0,0,3,141,0,0,0,3,1,0,0,0,0,0,0,5,0,0,29,0,0,0,0,0,0,6,0,4,0
Pass,5,0,0,0,0,0,57,0,66,4,1,203,0,2,1,0,84,0,11,0,54,3,0,0,0,0,6,0,20,0,0,23,0,0,0,0,0,0,2,0,0,0,0,0,0,0,12,0,45,0,0,139,0,0,0,0,0,0,4,0,25,15,0,0,0,0,24,0,43,0,3,92,0,2,0,0,478,0,3,0,41,1
Pass,2,0,0,0,0,0,42,0,42,0,0,2,0,0,0,0,204,0,9,0,25,1,0,0,0,0,6,0,20,0,0,0,0,0,0,0,108,0,3,0,0,0,0,0,0,0,9,0,26,0,0,1,0,0,1,0,37,0,13,0,25,0,0,0,0,0,6,0,12,0,0,0,0,0,0,0,97,0,13,0,14,0
Pass,2,1,0,0,0,0,151,0,66,0,5,2,0,0,0,0,366,0,45,0,59,5,0,0,0,0,52,0,62,0,0,0,0,0,0,0,368,0,21,0,0,0,0,0,0,0,143,0,78,0,0,0,0,0,0,0,219,0,33,0,49,1,0,0,0,0,221,0,79,0,0,0,0,0,0,0,4,0,3,0,10,0
Pass,1,1,0,0,0,0,115,0,61,0,0,0,0,0,0,0,22,0,12,0,30,7,0,0,0,0,130,0,30,0,0,0,2,0,0,0,27,0,1,0,0,0,0,0,0,0,163,0,34,0,0,0,0,0,0,0,31,0,1,0,6,1,0,0,0,0,46,0,7,0,0,0,0,0,0,0,0,0,4,0,3,0
Fail,5,0,0,0,0,0,60,0,27,3,0,24,0,0,1,0,170,0,3,0,47,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fail,5,1,0,0,0,0,128,3,84,0,0,194,8,4,6,0,18,0,28,0,89,5,0,4,0,0,82,0,114,0,0,338,3,20,1,5,33,0,23,0,0,0,4,0,0,0,58,0,99,0,0,610,9,0,1,12,64,0,12,0,52,15,0,0,0,0,13,0,165,0,0,1630,2,2,0,0,1123,0,5,0,142,3
Pass,1,0,0,0,0,0,12,0,51,0,0,17,0,0,0,0,4,0,13,0,13,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,19,0,0,6,0,0,0,0,0,0,4,0,7,0
Pass,4,1,0,0,0,0,22,0,8,0,1,297,0,0,0,0,97,0,1,0,12,21,0,0,0,0,0,0,2,0,0,229,0,55,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,271,0,0,0,0,56,0,2,0,0,2,0,0,0,0,0,0,4,0,0,23,0,0,0,0,0,0,1,0,0,2
Pass,2,0,0,0,0,0,4,0,98,0,0,85,0,0,0,0,146,0,31,0,66,7,0,0,0,0,2,0,84,0,0,210,0,0,0,0,67,0,50,0,0,0,0,0,0,0,61,0,54,0,0,55,0,0,1,0,50,0,36,0,45,1,0,0,0,0,32,0,63,0,0,367,0,0,5,0,57,0,31,0,50,1
Pass,0,0,0,0,0,0,371,0,205,0,0,125,0,0,0,0,0,0,0,0,28,9,0,0,0,0,55,0,63,0,0,31,0,0,0,0,0,0,1,0,0,0,0,0,0,0,208,0,158,0,0,82,0,0,0,0,0,0,0,0,15,7,0,0,0,0,311,0,162,0,0,70,0,0,0,0,0,0,12,0,21,7
